Word,Count,POS,Antonyms
move in,7,verb,pull out|move out
move into,9,verb,exit
move on,7,verb,recede
move out,8,verb,move in
move up,7,verb,fall
moved,5,verb,stay in place|stand still|stay|rest|refrain
moved,5,adjective,unmoved
moving,6,verb,stay in place|stand still|stay|rest|refrain
moving,6,adjective,nonmoving|unmoving|still
mown,4,adjective,unmown
much,4,adjective,little
muliebrity,10,noun,masculinity
multiculturalism,16,noun,nationalism
multidimensional,16,adjective,unidimensional
multidimensional language,25,noun,one-dimensional language
multiform,9,adjective,uniform
multilane,9,adjective,single-lane
multilateral,12,adjective,unilateral
multilaterally,14,adverb,unilaterally
multilingual,12,adjective,monolingual
multinucleate,13,adjective,uninucleate
multiparous,11,adjective,uniparous
multiple,8,adjective,single
multiple-choice,15,adjective,true-false
multiplied,10,verb,divide
multiply,8,verb,divide
multiply,8,adverb,singly
multivalent,11,adjective,univalent|monovalent
mundaneness,11,noun,naivete|extraordinariness
mundanity,9,noun,naivete|extraordinariness
muscle sense,12,noun,kinanesthesia
muscular,8,adjective,ectomorphic
mushroom,8,noun,toadstool
musical,7,adjective,unmusical|unmusical|unmelodious
musically,9,adverb,unmusically
muster in,9,verb,discharge
muster out,10,verb,enlist
mutability,10,noun,immutability;immutableness
mutable,7,adjective,immutable
mutableness,11,noun,immutability;immutableness
mutual,6,adjective,nonreciprocal
muzzle,6,verb,unmuzzle
myelinated,10,adjective,unmyelinated
myopia,6,noun,hyperopia
myopic,6,adjective,farsighted
mystified,9,verb,demystify
mystify,7,verb,demystify
mystifying,10,verb,demystify
mythicise,9,verb,demythologize
mythicize,9,verb,demythologize
mythologise,11,verb,demythologize
mythologize,11,verb,demythologize
nadir,5,noun,zenith
naif,4,adjective,sophisticated
naive,5,adjective,sophisticated
naiveness,9,noun,sophistication
naivete,7,noun,sophistication
naivety,7,noun,sophistication
nakedness,9,noun,closeness
narrow,6,verb,widen|diversify;diversify
narrow,6,adjective,wide|broad-minded|wide
narrow down,11,verb,diversify;diversify
narrowed,8,verb,widen|diversify;diversify
narrowing,9,noun,widening|widening
narrowing,9,verb,widen|diversify;diversify
narrowly,8,adverb,broadly
narrow-minded,13,adjective,unshockable|broad-minded
narrow-mindedly,15,adverb,broad-mindedly
narrow-mindedness,17,noun,broad-mindedness
narrowness,10,noun,wideness|broad-mindedness
nascence,8,noun,death
nascency,8,noun,death
nascent,7,adjective,dying
nastiness,9,noun,niceness
nasty,5,adjective,nice
national,8,adjective,international|local
nationalisation,15,noun,denationalization
nationalise,11,verb,denationalize;denationalise
nationalism,11,noun,multiculturalism|internationalism
nationalization,15,noun,denationalization
nationalize,11,verb,denationalize;denationalise
native,6,adjective,foreign|adopted|nonnative
nativeness,10,noun,foreignness
nativity,8,noun,death
natural,7,adjective,unnatural|artificial|supernatural|sharp
natural depression,18,noun,natural elevation
natural elevation,17,noun,natural depression
natural language,16,noun,artificial language
natural object,14,noun,artifact
naturalise,10,verb,denaturalize|denaturalize
naturalised,11,verb,denaturalize|denaturalize
naturalize,10,verb,denaturalize|denaturalize
naturalized,11,verb,denaturalize|denaturalize
naturally,9,adverb,unnaturally|artificially|unnaturally
naturalness,11,noun,unnaturalness
nay,3,noun,yea
nazify,6,verb,denazify
ne plus ultra,13,noun,imperfection
neap,4,noun,springtide
neap tide,9,noun,springtide
near,4,adjective,far
nearer,6,adjective,far
nearest,7,adjective,far
nearness,8,noun,farness
nearsighted,11,adjective,farsighted
nearsightedness,15,noun,hyperopia
neatness,8,noun,untidiness
necessarily,11,adverb,unnecessarily
necessary,9,noun,inessential
necessary,9,adjective,unnecessary
necessitarian,13,noun,libertarian
necessitate,11,verb,obviate
necessity,9,noun,inessential
necked,6,adjective,neckless
neckless,8,adjective,necked
need,4,verb,obviate
needed,6,verb,obviate
needfully,9,adverb,unnecessarily
needs,5,verb,obviate
ne'er,5,adverb,ever
negate,6,verb,affirm
negative,8,noun,affirmative
negative,8,adjective,neutral|affirmative|positive|positive
negative charge,15,noun,positive charge
negativeness,12,noun,positivity;positiveness|positivity;positiveness|positivity;positiveness
negativism,10,noun,positivity;positiveness
negativity,10,noun,positivity;positiveness|positivity;positiveness|positivity;positiveness
neglect,7,verb,attend to
neglected,9,verb,attend to
negligent,9,adjective,diligent
negociate,9,verb,fail
neighborliness,14,noun,unneighborliness
neighbourliness,15,noun,unneighborliness
nephew,6,noun,niece
net,3,adjective,gross
nether region,13,noun,Heaven
nett,4,adjective,gross
neurotic,8,adjective,unneurotic
neurotic depression,19,noun,psychotic depression
neuter,6,adjective,masculine
neutral,7,adjective,positive|chromatic
never,5,adverb,ever
new,3,adjective,old|worn
newness,7,noun,oldness
nice,4,adjective,nasty
niceness,8,noun,impoliteness|nastiness
nidicolous,10,adjective,nidifugous
nidifugous,10,adjective,nidicolous
niece,5,noun,nephew
nigh,4,adjective,far
nigher,6,adjective,far
nighest,7,adjective,far
night,5,noun,day
night game,10,noun,day game
night school,12,noun,day school
nighttime,9,noun,day
nigrify,7,verb,whiten
nitrify,7,verb,denitrify
nix,3,verb,permit;allow
no,2,noun,yes
no,2,adjective,all
no longer,9,adverb,still
no more,7,adverb,still
noble,5,noun,Lady;noblewoman
noble,5,adjective,lowborn|ignoble
nobleman,8,noun,Lady;noblewoman
noblewoman,10,noun,Lord;nobleman
nocturnal,9,adjective,diurnal
nod off,7,verb,wake up
node,4,noun,antinode
no-go,5,adjective,go
noisily,7,adverb,quietly
noisy,5,adjective,quiet
nominal,7,adjective,real
nominative,10,noun,oblique
nominative case,15,noun,oblique
nomothetic,10,adjective,idiographic
nonabsorbency,13,noun,absorbency
nonabsorbent,12,adjective,absorbent
nonabsorptive,13,adjective,absorbent
nonaddictive,12,adjective,addictive
nonadhesive,11,adjective,adhesive
nonadsorbent,12,adjective,adsorbent
nonadsorptive,13,adjective,adsorbent
nonage,6,noun,majority
nonaged,7,adjective,major
nonaggressive,13,adjective,aggressive
nonalcoholic,12,adjective,alcoholic
nonaligned,10,adjective,aligned
nonalignment,12,noun,alignment
nonalinement,12,noun,alignment
nonarbitrable,13,adjective,arbitrable
nonarbitrary,12,adjective,arbitrary
nonarboreal,11,adjective,arboreal
nonassociative,14,adjective,associative
nonastringent,13,adjective,astringent
nonattendance,13,noun,attendance
nonbearing,10,adjective,bearing
nonbeing,8,noun,being
nonbiodegradable pollution,26,noun,biodegradable pollution
noncausal,9,adjective,causative
noncausative,12,adjective,causative
noncellular,11,adjective,cellular
noncitizen,10,noun,citizen
noncivilised,12,adjective,civilized
noncivilized,12,adjective,civilized
nonclassical,12,adjective,classical
noncoding dna,13,noun,exon
noncollapsable,14,adjective,collapsible
noncollapsible,14,adjective,collapsible
noncolumned,11,adjective,columned
noncombinative,14,adjective,combinative
noncombustible,14,adjective,combustible
noncommercial,13,adjective,commercial
noncommissioned,15,adjective,commissioned
noncompetitive,14,adjective,competitive
noncompetitively,16,adverb,competitively
noncompliance,13,noun,obedience;compliance
noncompliant,12,adjective,compliant
noncomprehensive,16,adjective,comprehensive
noncomprehensively,18,adverb,comprehensively
nonconcentric,13,adjective,concentric
nonconducting,13,adjective,conductive
non-conducting,14,adjective,conductive
nonconductive,13,adjective,conductive
nonconductor,12,noun,conductor
nonconformance,14,noun,conformity;conformism|conformity
nonconformism,13,noun,conformity;conformism
nonconformist,13,noun,Anglican|conformist
nonconformist,13,adjective,conformist
nonconformity,13,noun,conformity;conformism|conformity
noncontinuous,13,adjective,continuous
noncontroversial,16,adjective,controversial
noncritical,11,adjective,critical|critical|critical
noncrucial,10,adjective,crucial|critical
noncrystalline,14,adjective,crystalline
noncurrent,10,adjective,current
noncyclic,9,adjective,cyclic
noncyclical,11,adjective,cyclic
non-dedicated file server,25,noun,dedicated file server
nondeductible,13,adjective,deductible
nondevelopment,14,noun,development
nondisposable,13,adjective,disposable|disposable
nondrinker,10,noun,drinker
nondriver,9,noun,driver
nonechoic,9,adjective,echoic
noneffervescent,15,adjective,sparkling|effervescent
non-engagement,14,noun,engagement;participation;involvement
nonenterprising,15,adjective,enterprising
nonentity,9,noun,existence
nonequivalence,14,noun,equivalence
nonessential,12,noun,essential
nonexempt,9,adjective,nontaxable|exempt
nonexistence,12,noun,existence
nonexistent,11,adjective,existent
nonexplorative,14,adjective,exploratory
nonexploratory,14,adjective,exploratory
nonexplosive,12,adjective,explosive
nonextant,9,adjective,extant
nonextensile,12,adjective,extensile
nonfat,6,adjective,fatty
nonfatal,8,adjective,fatal
nonfictional,12,adjective,fictional
nonfinancial,12,adjective,financial
non-finite,10,adjective,finite
nonfissile,10,adjective,fissile
nonfissionable,14,adjective,fissionable
nonflowering,12,adjective,flowering
nonfunctional,13,adjective,functional|functioning
nonharmonic,11,adjective,harmonic
nonheritable,12,adjective,inheritable
nonhierarchic,13,adjective,hierarchical
nonhierarchical,15,adjective,hierarchical
nonhuman,8,adjective,human
nonimitative,12,adjective,imitative
nonindulgent,12,adjective,indulgent
nonindustrial,13,adjective,industrial
noninfectious,13,adjective,infectious
noninheritable,14,adjective,inheritable
noninstitutional,16,adjective,institutional
noninstitutionalised,20,adjective,institutionalized
noninstitutionalized,20,adjective,institutionalized
nonintegrated,13,adjective,integrated
nonintellectual,15,adjective,intellectual
noninterference,15,noun,intervention;interference
nonintervention,15,noun,intervention;interference
noninvasive,11,adjective,invasive
non-invertible,14,adjective,invertible
non-involvement,15,noun,engagement;participation;involvement
nonionic,8,adjective,ionized|ionic
nonionised,10,adjective,ionized
nonionized,10,adjective,ionized
nonjudgmental,13,adjective,judgmental
nonlinear,9,adjective,linear
nonlinguistic,13,adjective,linguistic
nonliteral,10,adjective,literal
nonliving,9,adjective,animate
non-living,10,adjective,animate
nonmagnetic,11,adjective,magnetic
non-market economy,18,noun,market economy
nonmaterial,11,adjective,material
nonmeaningful,13,adjective,meaningful
nonmechanical,13,adjective,mechanical
nonmember,9,noun,member
nonmetal,8,adjective,metallic
nonmetallic,11,adjective,metallic
nonmetamorphic,14,adjective,metamorphic
nonmigratory,12,adjective,migratory
nonmilitary,11,adjective,military
non-miscible,12,adjective,miscible
nonmodern,9,adjective,modern
nonmonotonic,12,adjective,monotonic
nonmoving,9,adjective,moving
nonmusical,10,adjective,musical|musical
nonnative,9,adjective,native
nonobservance,13,noun,observance
nonoperational,14,adjective,operational
nonparticipation,16,noun,engagement;participation;involvement
nonparticulate,14,adjective,particulate
nonpartisan,11,noun,partisan
nonpartisan,11,adjective,partisan
nonpartisanship,15,noun,partiality
nonpartizan,11,noun,partisan
nonpartizan,11,adjective,partisan
nonpasserine,12,adjective,passerine
nonpayment,10,noun,payment|payment
nonperiodic,11,adjective,periodic
nonphotosynthetic,17,adjective,photosynthetic
nonpolar,8,adjective,ionic
nonpolitical,12,adjective,political
nonporous,9,adjective,porous
nonpregnant,11,adjective,pregnant
nonprehensile,13,adjective,prehensile
nonprescription,15,adjective,prescription
nonprofessional,15,adjective,professional
nonproliferation,16,noun,proliferation;proliferation
non-proliferation,17,noun,proliferation;proliferation
nonproprietary,14,adjective,proprietary
nonprotractile,14,adjective,extensile
nonpsychoactive,15,adjective,psychoactive
nonracial,9,adjective,racial
nonradioactive,14,adjective,radioactive
nonrandom,9,adjective,random
nonreciprocal,13,adjective,reciprocal
nonreflecting,13,adjective,reflective
nonreflective,13,adjective,reflective
nonreligious person,19,noun,religious person
nonremittal,11,noun,payment
nonrenewable,12,adjective,renewable
nonrepetitive,13,adjective,repetitive
nonrepresentational,19,adjective,representational
nonrepresentative,17,adjective,representative
nonresident,11,noun,resident
nonresident,11,adjective,resident
nonresidential,14,adjective,residential
nonresonant,11,adjective,reverberant
nonreticulate,13,adjective,reticulate
nonretractable,14,adjective,retractile
nonretractile,13,adjective,retractile
nonreturnable,13,adjective,returnable
nonreversible,13,adjective,reversible
nonrigid,8,adjective,rigid
nonruminant,11,adjective,ruminant
nonsectarian,12,adjective,sectarian
nonsexual,9,adjective,sexual
nonsignificant,14,adjective,significant
nonsingular matrix,18,noun,singular matrix
nonslippery,11,adjective,slippery
nonsmoker,9,noun,smoker
nonspatial,10,adjective,spatial
nonspeaking,11,adjective,speaking
nonspecific,11,adjective,specific
nonspherical,12,adjective,spherical
nonstandard,11,adjective,standard|standard|standard
nonstarter,10,noun,achiever
nonsteroidal,12,adjective,steroidal
nonsubjective,13,adjective,subjective
nonsubmergible,14,adjective,submersible
nonsubmersible,14,adjective,submersible
nonsuppurative,14,adjective,suppurative
nonsurgical,11,adjective,surgical
nonsweet,8,adjective,sugary
nonsyllabic,11,adjective,syllabic|syllabic
nontaxable,10,adjective,taxable
nontechnical,12,adjective,technical
nonterritorial,14,adjective,territorial
nonthermal,10,adjective,thermal
nontoxic,8,adjective,toxic
nontraditional,14,adjective,traditional
nontranslational,16,adjective,translational
nonuniformity,13,noun,uniformity
nonunion,8,adjective,union
nonviolent,10,adjective,violent
nonviolently,12,adverb,violently
nonvolatile,11,adjective,volatile
nonvolatile storage,19,noun,volatile storage;volatile storage
non-volatile storage,20,noun,volatile storage;volatile storage
nonvolatilisable,16,adjective,volatile
nonvolatilizable,16,adjective,volatile
nonvoluntary,12,adjective,voluntary
nonwashable,11,adjective,washable
nonwoody,8,adjective,woody
nonworker,9,noun,worker
normal,6,adjective,abnormal|paranormal|abnormal
normalcy,8,noun,abnormality
normality,9,noun,abnormality
normally,8,adverb,remarkably
normative,9,adjective,descriptive
normotensive,12,adjective,hypertensive
north,5,adjective,south
northern,8,adjective,southern|southern
northernness,12,noun,southernness
nosed,5,adjective,noseless
noseless,8,adjective,nosed
not by a blame sight,20,adverb,by all means
not by a long sight,19,adverb,by all means
not intrusive,13,adjective,intrusive
not surprised,13,adjective,surprised
note,4,verb,ignore
noted,5,verb,ignore
notice,6,verb,ignore
noticeable,10,adjective,unnoticeable|unobtrusive
noticeably,10,adverb,imperceptibly
noticed,7,verb,ignore
noticed,7,adjective,unnoticed
nourished,9,adjective,malnourished
nowness,7,noun,futurity
noxious,7,adjective,innocuous
noxiously,9,adverb,harmlessly
nuclear,7,adjective,conventional
nullified,9,verb,validate|validate
nullify,7,verb,validate|validate
numerate,8,adjective,innumerate
numerical,9,adjective,verbal
nurse,5,verb,bottlefeed
nursed,6,verb,bottlefeed
nursing,7,verb,bottlefeed
o.k.,4,verb,disapprove
obedience,9,noun,disobedience|disobedience
obedient,8,adjective,disobedient
obediently,10,adverb,disobediently
obeisance,9,noun,disobedience
obey,4,verb,disobey
obfuscate,9,verb,clarify
object program,14,noun,source program
objectify,9,verb,personalize;personalise
objective,9,adjective,subjective
objectively,11,adverb,subjectively
oblate,6,adjective,prolate
obligate,8,adjective,facultative
obligated,9,adjective,unobligated
obligatorily,12,adverb,optionally
obligatory,10,adjective,optional
oblige,6,verb,disoblige
obliged,7,verb,disoblige
obliging,8,verb,disoblige
oblique,7,noun,nominative
oblique,7,adjective,parallel
oblique angle,13,noun,right angle
oblique case,12,noun,nominative
oblique triangle,16,noun,right triangle
obscureness,11,noun,clarity
obscurity,9,noun,clarity|prominence
observably,10,adverb,imperceptibly
observance,10,noun,nonobservance
observe,7,verb,disrespect|break
observed,8,verb,disrespect|break
observing,9,verb,disrespect|break
obstinate,9,adjective,docile
obstruct,8,verb,free
obstructed,10,verb,free
obstructed,10,adjective,unobstructed
obtrusive,9,adjective,unobtrusive
obtrusively,11,adverb,unobtrusively
obtrusiveness,13,noun,unobtrusiveness
obturate,8,verb,free
obtuse,6,adjective,acute
obtuseness,10,noun,acuteness
obverse,7,noun,reverse
obviate,7,verb,necessitate
obviating,9,verb,necessitate
obvious,7,adjective,unobvious
occidentalise,13,verb,orientalize;orientalise
